,Facility,Degrees,Clustering Coefficient,Betweeness,Closeness,Eigenvector,primary_naics,parent_company_name
5,US DOE BROOKHAVEN NATIONAL LABORATORY,132,0.549271339348,0.0265802621731,0.59837398374,0.0392761208136,541712,US DEPARTMENT OF ENERGY
212,UNITED RIVERHEAD TERMINAL INC,130,0.564698867024,0.019837248696,0.601307189542,0.181466386927,424710,UNITED REFINING CORP
142,GM COMPONENTS HOLDINGS LLC,129,0.423934108527,0.0306024111786,0.599348534202,0.0343228682917,336310,GENERAL MOTORS LLC
143,GM COMPONENTS HOLDINGS LLC,129,0.423934108527,0.0306024111786,0.599348534202,0.0343228682917,336390,GENERAL MOTORS LLC
92,GRIFFITH ENERGY - ROCHESTER TERMINAL,128,0.57874015748,0.0231073181989,0.599348534202,0.204680963455,424710,SUPERIOR PLUS ENERGY SERVICES INC.
93,MOHAWK - MARCY TERMINAL,128,0.57874015748,0.0227106827739,0.599348534202,0.197288132628,424710,SUPERIOR PLUS ENERGY SERVICES INC.
185,GRIFFITH ENERGY - BIG FLATS,128,0.57874015748,0.0231073181989,0.599348534202,0.204680963455,424710,SUPERIOR PLUS ENERGY SERVICES INC.
147,SUNOCO PARTNERS MKT & TERM - SYRACUSE (TED PARK) TERMINAL,128,0.57874015748,0.0225069728141,0.599348534202,0.191900666725,493190,SUNOCO PARTNERS MARKETING & TERMINALS LP
342,GLOBAL COS LLC NORTH TERMINAL,128,0.57874015748,0.0191195923687,0.599348534202,0.180897983887,424710,GLOBAL COS LLC
362,UNITED METRO ENERGY CORP,127,0.583177102862,0.017638207351,0.59837398374,0.161328112984,424710,
172,BUCKEYE ROCHESTER WEST TERMINAL,127,0.583177102862,0.02105408476,0.59837398374,0.172474904829,493190,BUCKEYE ROCHESTER TERMINAL LLC
33,KEYMARK CORP,125,0.418451612903,0.0292145623256,0.597402597403,0.114353351198,331314,KEYMARK CORP
236,I3 ELECTRONICS INC,125,0.452387096774,0.0217100505072,0.597402597403,0.0442645095423,334412,
89,SOMERSET OPERATING CO LLC,125,0.375483870968,0.0337261193567,0.595469255663,0.0347297408665,221112,"UPSTATE NEW YORK POWER PRODUCERS,INC."
281,GLOBE METALLURGICAL INC,122,0.544641647473,0.019241179082,0.576802507837,0.0443090389283,331110,GLOBE SPECIALTY METALS INC
336,GOODYEAR DUNLOP TIRE NA LTD,121,0.54132231405,0.0171916687943,0.585055643879,0.0304312139214,326211,THE GOODYEAR TIRE & RUBBER CO
248,GRIFFITH ENERGY - LODI,120,0.618767507003,0.012473691215,0.591639871383,0.078746345799,424710,SUPERIOR PLUS ENERGY SERVICES INC.
121,GRIFFITH ENERGY - PALMYRA,120,0.618767507003,0.012473691215,0.591639871383,0.078746345799,424710,SUPERIOR PLUS ENERGY SERVICES INC.
11,DU PONT NIAGARA FALLS PLANT,120,0.548179271709,0.0169803536002,0.576802507837,0.0319980796293,325180,E I DU PONT DE NEMOURS & CO
287,GRIFFITH ENERGY - WATERTOWN,120,0.618767507003,0.012473691215,0.591639871383,0.078746345799,424710,SUPERIOR PLUS ENERGY SERVICES INC.
140,SABIN METAL CORP,119,0.47343683236,0.0252727165745,0.5888,0.0144721032317,331492,SABIN METAL CORP
231,CAYUGA OPERATING CO LLC,111,0.437674037674,0.0246383052065,0.573208722741,0.0300040402558,221112,"UPSTATE NEW YORK POWER PRODUCERS,INC."
283,DUREZ NIAGARA,108,0.444963655244,0.0277574921128,0.580441640379,0.0765975003668,325211,DUREZ CORP
133,EASTERN ALLOYS INC,106,0.517699910153,0.0204972349578,0.577708006279,0.010991554542,331492,EASTERN ALLOYS INC
119,SABIC INNOVATIVE PLASTICS US LLC,104,0.435212845407,0.0244824051404,0.576802507837,0.0446862241124,325211,SABIC US HOLDINGS LP
20,VANDEMARK CHEMICAL INC,101,0.518811881188,0.0190210901008,0.574102964119,0.0693389409044,325199,
80,MORTON SALT,101,0.569306930693,0.0202242275481,0.57231726283,0.013684336956,311942,MORTON SALT INC
145,BUCKEYE TERMINALS LLC - ROSETON TERMINAL,99,0.682951968666,0.0114073501674,0.571428571429,0.0849057861389,493190,BUCKEYE TERMINALS LLC
69,CONSOLIDATED EDISON CO OF NEW YORK - EAST RIVER FACILITY,99,0.644403215832,0.0141123742566,0.556732223903,0.0377954703367,221112,
211,TRANSCANADA RAVENSWOOD POWER STATION,99,0.644403215832,0.0141123742566,0.556732223903,0.0377954703367,221112,TRANSCANADA LTD
161,NATIONAL GRID  PORT JEFFERSON POWER STATION,99,0.644403215832,0.0141123742566,0.556732223903,0.0377954703367,221112,NATIONAL GRID USA
223,SI GROUP INC,96,0.452850877193,0.0271673103001,0.568778979907,0.0753175263611,325211,SI GROUP INC
138,GOULDS PUMPS ADMINISTRATION INC,96,0.482675438596,0.0221495148587,0.568778979907,0.0353430957719,333911,ITT CORP
104,GENERAL ELECTRIC CO CPQP,96,0.610745614035,0.0178167547042,0.563552833078,0.00969448785803,335999,GENERAL ELECTRIC CO (GE CO)
310,GLOBALFOUNDRIES FAB 8,96,0.394298245614,0.0267930488044,0.568778979907,0.0193351121078,334413,GLOBALFOUNDRIES U.S. INC.
24,METALLIZED CARBON CORP,96,0.64298245614,0.0125090144495,0.563552833078,0.0243117131137,339999,
111,TONOGA INC DBA TACONIC,93,0.568957456755,0.017787583601,0.566153846154,0.0827916660707,313320,
245,LAFARGE BUILDING MATERIALS INC,91,0.547252747253,0.0155305808764,0.55421686747,0.0177969977594,327310,LAFARGE N.A. INC
187,NOCO ENERGY CORP,89,0.643003064351,0.0193197443471,0.563552833078,0.168712772327,424710,NOCO ENERGY CORP
318,OSWEGO HARBOR POWER,89,0.7208886619,0.0109265639014,0.545994065282,0.037307590248,221112,NRG ENERGY INC
352,LOCKHEED MARTIN MST,88,0.548066875653,0.0168141436226,0.555891238671,0.0139496512917,334511,LOCKHEED MARTIN CORP
100,ASTORIA GENERATING STATION,88,0.763845350052,0.00941260069853,0.55842185129,0.0542153541804,221112,US POWER GENERATING CO
275,METALICO ALUMINUM RECOVERY INC,88,0.691222570533,0.0138672613312,0.556732223903,0.00924126702993,331314,METALICO INC
194,KERRY BIO-SCIENCE,88,0.599007314525,0.0109254607889,0.562691131498,0.0334010422991,311514,KERRY INC.
262,TITANX ENGINE COOLING INC,87,0.703020582732,0.01286293383,0.555891238671,0.00865782950684,336390,
348,ANOPLATE CORP,85,0.534453781513,0.0207391705625,0.55842185129,0.0101725844696,332813,
278,ROCHESTER SILVER WORKS LLC,84,0.570281124498,0.0148145876746,0.545994065282,0.0128763959007,331492,
257,SYRACUSE ENERGY CORP,83,0.582427270056,0.0165073844371,0.546805349183,0.0230558155581,221112,GDF SUEZ ENERGY N.A.
103,CUTCO CUTLERY CORP,83,0.735821334117,0.011731005542,0.540381791483,0.00673233212605,332215,CUTCO CORP
224,MOTIVA LONG ISLAND TERMINAL,83,0.68439612107,0.0183176465662,0.549253731343,0.143405354573,424710,MOTIVA ENTERPRISES LLC
3,SUNOCO FULTON ETHANOL PLANT,82,0.684733514002,0.0123329722486,0.559270516717,0.0673450986698,325193,SUNOCO INC
153,INDUSTRIAL FINISHING PRODUCTS,82,0.685034628124,0.0124224050516,0.557575757576,0.0697174049726,325510,INDUSTRIAL FINISHING PRODUCTS
65,VON ROLL USA INC,82,0.68051791629,0.0216157524098,0.548435171386,0.104250803061,327999,VON ROLL AG
297,SCHWEITZER-MAUDUIT INTERNATIONAL INC,81,0.81049382716,0.00948755200473,0.537226277372,0.036692867985,322121,SCHWEITZER-MAUDUIT INTERNATIONAL INC
184,PRIDE SOLVENT & CHEMICAL CO OF NY INC,81,0.663580246914,0.0122587360236,0.556732223903,0.0576662005592,424690,PRIDE SOLVENTS & CHEMICAL CO
307,NATIONAL GRID  NORTHPORT POWER STATION,81,0.81049382716,0.00948755200474,0.537226277372,0.036692867985,221112,NATIONAL GRID USA
308,REVERE COPPER PRODUCTS INC,80,0.544303797468,0.0148022217822,0.553383458647,0.0128646674643,331420,
322,REMINGTON ARMS CO INC,79,0.58747160013,0.0123917764051,0.551724137931,0.0108423327042,332994,REMINGTON ARMS CO INC
196,CYTEC OLEAN INC,79,0.676728334956,0.0137258031331,0.555052790347,0.0624003132197,325211,CYTEC INDUSTRIES INC
259,GLOBAL COS LLC ALBANY TERMINAL,78,0.79020979021,0.0123424944973,0.545185185185,0.166664685092,424710,GLOBAL COS LLC
1,GLOBAL COS LLC CARGO TERMINAL,78,0.79020979021,0.0123424944973,0.545185185185,0.166664685092,424710,GLOBAL COS LLC
16,STOLLBERG INC,78,0.80352980353,0.00970246040565,0.536443148688,0.00720769604392,327999,
28,NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL,78,0.79020979021,0.0123371065747,0.545185185185,0.166540753481,424710,NIC HOLDING CORP
218,GLOBAL COS LLC SOUTH TERMINAL,78,0.79020979021,0.0120876674784,0.545185185185,0.160956634921,424710,GLOBAL COS LLC
122,GLOBAL COS LLC INWOOD TERMINAL,78,0.79020979021,0.0123424944973,0.545185185185,0.166664685092,424710,GLOBAL COS LLC
198,PEROXYCHEM LLC,78,0.642690642691,0.0108798104551,0.538799414348,0.0116728500058,325180,PEROXYCHEM LLC
210,GLOBAL COS LLC NEWBURGH TERMINAL,78,0.79020979021,0.0123424944973,0.545185185185,0.166664685092,424710,GLOBAL COS LLC
173,BP PRODUCTS NA INC BROOKLYN TERMINAL,78,0.79020979021,0.0120876674784,0.545185185185,0.160956634921,424710,BP PRODUCTS N.A. INC
162,POLYSET CO INC,77,0.858168147642,0.00819733041849,0.547619047619,0.0237214341384,325520,
289,ROSS VALVE MANUFACTURING CO INC,77,0.604237867396,0.0120530814343,0.550074738416,0.0102595483923,332919,
34,ALLIED AVIATION SERVICE CO OF NEW YORK INC,77,0.798701298701,0.0110129394919,0.544378698225,0.14107945202,424710,ALLIED AVIATION HOLDING CO
301,DUNKIRK SPECIALTY STEEL LLC,76,0.427719298246,0.0229048133981,0.550898203593,0.010646878565,331221,UNIVERSAL STAINLESS & ALLOY PRODUCTS INC
52,HUNTLEY GENERATING STATION,75,0.650810810811,0.0123538266126,0.538799414348,0.0177042437382,221112,NRG ENERGY INC
125,GLOBAL COS LLC GLENWOOD LANDING TERMINAL,75,0.820540540541,0.0105325998328,0.542772861357,0.139688723401,424710,GLOBAL COS LLC
344,RAYMOND CORP,75,0.853333333333,0.00846759799361,0.534107402032,0.00661439359215,333924,THE RAYMOND CORP
41,ARCH CHEMICALS INC,75,0.391711711712,0.0179405455962,0.550898203593,0.0126268736862,325199,LONZA
51,APEX TOOL GROUP LLC - CORTLAND NY OPERATION,75,0.853333333333,0.0084675979936,0.534107402032,0.00661439359215,332111,APEX TOOL GROUP LLC
40,CHEMPRENE INC,72,0.674100156495,0.0138904306026,0.549253731343,0.0310052408633,326220,AMMERAAL BELTECH
149,AMRI RENSSELAER INC,72,0.741392801252,0.00913401582551,0.549253731343,0.0389368590317,325412,
292,NUCOR STEEL AUBURN INC,72,0.62441314554,0.016179865793,0.541176470588,0.0161206208413,331110,NUCOR CORP
137,INDIUM CORP OF AMERICA,71,0.918712273642,0.0116297991864,0.531024531025,0.00569654562593,332999,INDIUM CORP OF AMERICA
136,INDIUM CORP OF AMERICA,71,0.918712273642,0.0116297991864,0.531024531025,0.00569654562593,325998,INDIUM CORP OF AMERICA
234,DOLOMITE PRODUCTS INC PENFIELD FACILITY,70,1.0,0.00636795772692,0.524964336662,0.033556330231,212312,OLDCASTLE MATERIALS INC
157,BOWLINE POINT GENERATING STATION,70,1.0,0.00636795772692,0.524964336662,0.033556330231,221112,NRG ENERGY INC
118,NORTH COUNTRY DAIRY LLC,70,1.0,0.00636795772692,0.524964336662,0.033556330231,311511,UPSTATE NIAGARA COOPERATIVE INC.
216,GRIFFITH ENERGY - PEARL CREEK,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,424710,SUPERIOR PLUS ENERGY SERVICES INC.
177,GRIFFITH ENERGY - PORT HENRY,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,424710,SUPERIOR PLUS ENERGU SERVICES INC.
269,POLKVILLE CRUSHED STONE/SUIT-KOTE TERMINAL,70,1.0,0.00636795772692,0.524964336662,0.033556330231,324121,SUIT-KOTE CORP
239,FLUSHING ASPHALT LLC,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,324121,
77,LITCHFIELD MIX PLANT,70,1.0,0.00636795772692,0.524964336662,0.033556330231,324121,BARRETT INDUSTRIES CORP
58,CALLANAN INDUSTRIES INC SOUTH BETHLEHEM FACILITY,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,324121,OLDCASTLE INC
57,BAYSWATER PEAKING FACILITY LL C,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,221112,NEXTERA ENERGY INC
315,MIDLAND ASPHALT MATERIALS INC,70,1.0,0.00636795772692,0.524964336662,0.033556330231,324121,BARRETT INDUSTRIES CORP
48,CORTLAND ASPHALT PRODUCTS,70,1.0,0.00636795772692,0.524964336662,0.033556330231,324121,SUIT-KOTE CORP
347,RCA ASPHALT LLC,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,324121,
32,JAMESVILLE MIX PLANT,70,1.0,0.00636795772692,0.524964336662,0.033556330231,324121,BARRETT INDUSTRIES CORP
23,GRIFFITH ENERGY - PLATTSBURGH,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,424710,SUPERIOR PLUS ENERGY SERVICES INC.
19,DOLOMITE PRODUCTS INC GATES FACILITY,70,1.0,0.00636795772692,0.524964336662,0.033556330231,212312,OLDCASTLE MATERIALS INC
357,KING ROAD MATERIALS CORDELL ROAD FACILITY,70,1.0,0.00636795772692,0.524964336662,0.033556330231,324121,OLDCASTLE INC
360,KENNEDY VALVE,70,0.648447204969,0.0148216411368,0.538011695906,0.0137323668635,331511,MCWANE INC
14,CENTRAL ASPHALT,70,1.0,0.00636795772692,0.524964336662,0.033556330231,324121,SUIT-KOTE CORP
13,FIBERMARK NA INC,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,322121,FIBERMARK N.A. INC
12,FIBERMARK NA INC,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,322299,FIBERMARK N.A. INC
370,SUIT-KOTE JAMESTOWN,70,1.0,0.00636795772692,0.524964336662,0.033556330231,324121,SUIT-KOTE CORP
9,NATIONAL GRID EF BARRETT POWER STATION,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,221112,NATIONAL GRID USA
68,CANAL ASPHALT INC,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,324121,
55,GRIFFITH ENERGY - LOWVILLE,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,424710,SUPERIOR PLUS ENERGY SERCICES INC.
252,GRIFFITH ENERGY - WAYLAND,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,424710,SUPERIOR PLUS ENERGY SERVICES INC.
88,DOLOMITE PRODUCTS INC MANCHESTER FACILITY,70,1.0,0.00636795772692,0.524964336662,0.033556330231,212312,OLDCASTLE MATERIALS INC
264,GRIFFITH ENERGY - ALBION,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,424710,SUPERIOR PLUS ENERGY SERVICES INC.
270,HP HOOD LLC,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,311513,HP HOOD LLC
79,GRIFFITH ENERGY - POTSDAM,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,424710,SUPERIOR PLUS ENERGU SERVICES INC.
267,METAULLICS SYSTEMS A DIV OF PYROTEK-INC,70,1.0,0.00636795772692,0.524964336662,0.033556330231,335991,PYROTEK INC
81,NORWOOD MIX PLANT,70,1.0,0.00636795772692,0.524964336662,0.033556330231,324121,BARRETT INDUSTRIES CORP
94,DOLOMITE PRODUCTS INCWALWORTH FACILITY,70,1.0,0.00636795772692,0.524964336662,0.033556330231,212312,OLDCASTLE MATERIALS INC
82,GRIFFITH ENERGY - OLEAN,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,424710,SUPERIOR PLUS ENERGY SERVICES INC.
249,STRATHMORE PRODUCTS INC,70,0.812836438923,0.00782332826139,0.538799414348,0.0621282984941,325510,
215,CRUCIBLE INDUSTRIES LLC,69,0.449701619778,0.0208382218058,0.543574593796,0.0080415669091,331110,CRUCIBLE INDUSTRIES LLC
251,OMEGA WIRE INC- PLANT 1,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,331420,OMEGA WIRE INC
247,ASTEELFLASH US EAST CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,334418,ASTEELFLASH GROUP
229,SANBORN PLANT,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,327320,UNITED MATERIALS LLC
371,ORCHARD PARK PLANT,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,327320,UNITED MATERIALS LLC
189,DUNKIRK STEAM STATION,68,0.730904302019,0.00992665526256,0.533333333333,0.014999463244,221112,NRG ENERGY INC
191,CET - TONAWANDA SITE,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,336350,GENERAL MOTORS LLC
225,CALLANAN INDUSTRIES INC ORISKANY FACILITY,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,327320,OLDCASTLE INC
372,U S CHROME CORP OF NE W YORK,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,332813,US CHROME CORP
192,MOOG INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,332912,MOOG INC
373,MANITOU CONCRETE- DOLOMITE PRODUCTS CO,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,327320,OLDCASTLE MATERIALS INC
374,DIELECTRIC LABORATORIES INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,334416,KNOWLES ELECTRONICS HOLDINGS INC.
193,PPC A BELDEN CO,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,333519,BELDEN INC
351,FRAZER & JONES CO,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,331511,THE EASTERN CO
355,NORTH ALBANY TERMINAL CO - GLENMONT TERMINAL,68,0.841088674276,0.0117946268816,0.538799414348,0.0931655711393,424710,NORTH ALBANY TERMINAL CO
349,CLEMENTE LATHAM PORT OF ALBANY PLANT,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,327320,OLDCASTLE INC
268,POTTERS INDUSTRIES LLC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,327215,CARLYLE GROUP
345,SILGAN CONTAINERS MANUFACTURING CORP,68,0.676470588235,0.010994140901,0.545185185185,0.0580904411135,332431,SILGAN HOLDINGS INC
333,FORD MOTOR CO BUFFALO STAMPING PLANT,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,336370,FORD MOTOR CO
331,MPL INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,334418,
171,TRW AUTOMOTIVE AUBURN,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,336320,TRW AUTOMOTIVE INC.
312,NORTH HUDSON WOODCRAFT CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,321999,
237,ICM CONTROLS CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,335314,INTERNATIONAL CONTROLS & MEASUREMENTS CORP
219,IMERYS FUSED MINERALS,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,327910,
204,AMETEK POWER INSTRUMENTS,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,334513,AMETEK INC
207,AMERICAN PRECISION INDUSTRIES DELEVAN DIV,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,334416,DANAHER CORP
209,KIMBLE CHASE LIFE SCIENCE & RESEARCH PRODUCTS LLC,68,1.0,0.00566376216968,0.528735632184,0.00610085009503,327215,GERRESHEIMER GLASS INC
277,BAE SYSTEMS CONTROLS INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,334418,BAE SYSTEMS INC
276,AMETEK ROTRON,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,333413,AMETEK INC
188,M S KENNEDY CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,334418,ANAREN INC
375,JEFFERSON ROAD OPERATIONS CENTER,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,334290,HARRIS CORP
67,CHAPIN INTERNATIONAL,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,332999,
158,SCIENTIFIC COMPONENTS CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,334419,
78,MEDI-RAY INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,331523,
45,AMERICAN CASTING & MANUFACTURING CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,326199,
98,ENDICOTT RESEARCH GROUP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,334419,
59,OLDCASTLE PRECAST INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,327390,OLDCASTLE INC
139,PRESTOLITE ELECTRIC INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,336320,BROAD OCEAN MOTOR
141,API TECHNOLOGIES CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,334412,API TECHNOLOGIES
102,CLEMENTE LATHAM LATHAM PLANT,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,327320,OLDCASTLE INC
151,NORTH AMERICAN HOGANAS - NIAGARA FALLS PLANT,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,331110,NORTH AMERICAN HOGANAS INC
152,CLEMENTE LATHAM NEWBURG FACILITY,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,327320,OLDCASTLE INC
154,IEC ELECTRONICS CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,334418,
99,FRONTIER HOT DIP GALVANIZING INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,332812,
76,GILLINDER BROTHERS INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,327212,
49,AMETEK AEROSPACE & DEFENSE,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,336413,AMETEK INC
107,EXELIS GEOSPATIAL SYSTEMS,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,333314,
166,PARKER HANNIFIN CORP FLUID SYSTEMS DIV,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,336413,PARKER HANNIFIN CORP
106,SPELLMAN HIGH VOLTAGE ELECTRON ICS,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,334513,
15,SOPARK CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,334418,
165,IEH CORP,68,1.0,0.00499638117176,0.528735632184,0.00567618012895,334417,
324,AURUBIS BUFFALO INC,67,0.477159656264,0.014312852048,0.541973490427,0.0123114554019,331529,AURUBIS BUFFALO INC
230,REVERE SMELTING & REFINING CORP,67,0.704658525554,0.00983634762736,0.538799414348,0.0119303097333,331492,RSR CORP
288,AVERY DENNISON INFORMATION & BRAND MANAGEMENT DIV,66,0.899766899767,0.00771573604748,0.543574593796,0.0617779495248,313320,AVERY DENNISON CORP
113,FMC CORP  MIDDLEPORT PLANT,66,0.738927738928,0.0115822904949,0.53488372093,0.0846499715315,325320,FMC CORP
8,CARGILL INC SALT DIV,66,0.76317016317,0.00810579411819,0.530259365994,0.0110343841079,212399,CARGILL INC
160,SAINT-GOBAIN PERFORMANCE PLAST ICS,66,0.913286713287,0.00730465970406,0.535662299854,0.0799711067684,322220,SAINT-GOBAIN CORP
314,THE SOUNDCOAT CO  INC,64,0.93998015873,0.00582234691969,0.534107402032,0.0578258049605,326150,RUS INC
282,GUARDIAN INDUSTRIES CORP,64,0.776785714286,0.00765855488718,0.525714285714,0.0111826029317,327211,GUARDIAN INDUSTRIES CORP
91,"FLAME CONTROL COATINGS,LLC",64,0.93998015873,0.00582234691969,0.534107402032,0.0578258049605,325510,
309,PPG INDUSTRIES INC,63,0.730158730159,0.00966590767151,0.536443148688,0.0101049658953,325510,PPG INDUSTRIES INC
319,GOWANUS GENERATING STATION,63,0.854582693292,0.00686815309538,0.532561505065,0.0923780250875,221112,US POWER GENERATING CO
159,NARROWS GENERATING STATION,63,0.854582693292,0.00686815309539,0.532561505065,0.0923780250875,221112,US POWER GENERATING CO
164,ADCHEM CORP,62,0.90798519302,0.0051290049773,0.532561505065,0.05004646729,322220,
303,LEHIGH NORTHEAST CEMENT CO - GLENS FALLS PLANT,62,0.782125859334,0.0084063285809,0.530259365994,0.0130145671748,327310,LEHIGH HANSON
90,WORLD KITCHEN LLC PRESSWARE PLANT,61,0.779781420765,0.008960009505,0.531024531025,0.0108216214238,327212,WKI HOLDING CO
367,ELDERLEE INC,61,0.779781420765,0.00839568621481,0.531024531025,0.00927631185166,332812,REH HOLDINGS INC
246,EVANS CHEMETICS LP,60,0.498870056497,0.0149496117632,0.536443148688,0.0158447479544,325199,
299,COMMANDER TERMINALS LLC,60,0.889265536723,0.00508774226022,0.527220630372,0.0704710554914,424710,GLOBAL COS LLC
330,UNIVAR USA INC - TONAWANDA NY,60,0.920338983051,0.0045262644044,0.538799414348,0.0316093301831,424690,UNIVAR USA INC
